title,main_image,ingred_name,ingred_amount,recipe_step,recipe_image,views,writer
매운맛 쏙 마늘 꿀조림 만들기,['https://recipe1.ezmember.co.kr/cache/recipe/2019/04/13/1bd0a756ce6621fbf3711739980726b61.jpg'],"['간장', '꿀', '맛술', '마늘']","['2큰술', '3큰술', '1큰술', '2컵']","['재료: 마늘2컵, 꿀3큰술,맛술1큰술\n\n조림장: 간장2큰술,꿀3큰술,맛술1큰술', '마늘은 껍질을 벗겨 깨끗이 씻어줍니다', '냄비에 물을넣고 끓으면 중불로 5분정도 삶아주세요.\n\n5분이면 알맞게 삶아 진 것 같아요.\n\n이렇게 해주면 매운맛도 없어지고 특유의 마늘 냄새도 제거 됩니다.', '마늘의 물기를 빼주세요.', '팬에 양념재료 간장,꿀,맛술 넣고 약한불에서 끓이세요.\n\n센불에서 하면 조림장이 다 날라가 버립니다.', '끓으면 마늘 넣고 중약불로 계속 타지않게 조려줍니다.', '조림장이 어느정도 졸여지면 완성', '매운맛이 싹 없어지고 달콤한 마늘조림이 되었네요.\n\n아이들도 먹을수 있어요.\n\n마지막에 집에 있는 견과류 아몬드,땅콩 을 버무려도 좋아요.']","['https://recipe1.ezmember.co.kr/cache/recipe/2019/04/13/6798fd65acc2b6abb9c2109a771601451.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2019/04/13/c010ff408727af9dfa515c3cf55b57021.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2019/04/13/b73799b81af5ad7a6628477ea20c6f441.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2019/04/13/0ad9f2e95cfe0ad8634aab3cb033d3421.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2019/04/13/f14dd8dd6114fcb003a172e8ca62d7fe1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2019/04/13/8049a2fd85a629c11ec71d71cc65a6611.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2019/04/13/4ea401ed78ae5a739628947063aebd671.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2019/04/13/302f44a5ab206db7c85d4a18c5a7c3061.jpg']",20505,
아삭한 식감이 매력적인 단짠 반찬 마늘종 볶음,['https://recipe1.ezmember.co.kr/cache/recipe/2020/11/10/4fd5af46a14810c45f8a0d69b9c957d21.png'],"['마늘종', '대파', '양파', '다진마늘', '식용유', '통깨', '참기름', '진간장', '올리고당']","['130g', '40g', '40g', '1/2T', '2T', '적당량', '1/2T', '2T', '1T']","['재료를 손질해 주세요.\n\n- 양파는 채썰어 준비해주세요.\n\n- 마늘종은 4~5cm로 먹기 좋은 크기로 잘라주세요.\n\n- 대파는 총총 썰어 준비해주세요.', '프라이팬에 식용유 2T를 두르고 손질한 대파를 넣은 뒤 파기름을 만들어 주세요.중간 불대파 표면이 노릇해질 정도로 볶아주세요.', '만들어진 파기름에 채썰은 양파를 넣고 30초 정도 볶아 파기름을 입혀줍니다.중간 불', '볶아진 양파에 마늘종을 넣고 30초 정도 볶아주세요.중간 불', '볶아진 양파와 마늘종에 다진 마늘을 넣고 30초 정도 골고루 볶아주세요.중간 불', '프라이팬 가장자리나 가운데에 공간을 비워두고 진간장 2T를 2번에 나눠 부운 뒤 재료와 골고루 섞어가며 30초 정도 볶아주세요.중간 불간장을 조리듯이 끓이다가 양이 반으로 줄었을 때 재료와 섞어서 볶아주세요.', '간장에 볶아진 재료에 올리고당 1T를 넣고 골고루 어우러지도록 30초 정도 볶아줍니다.약한 불', '불을 끄고 참기름 1/2T를 두르고 통깨를 뿌려 마무리해줍니다.', '먹기 좋은 그릇에 담으면 아삭한 식감이 매력적인 단짠 매력 반찬 마늘종 볶음이 완성됩니다.']","['https://recipe1.ezmember.co.kr/cache/recipe/2020/11/10/9ec93a162a03f1d5a2b1ab66fec4f1051.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2020/11/10/0a884c820453fe6dc977ff802a77ee121.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2020/11/10/c52cf503336f20d1c60bf7bebc5c3cc51.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2020/11/10/6fd3a0e64cd96ec5cee7886dc7c24b5f1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2020/11/10/fb2bf905cc0470b69d893e244c2ddb2b1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2020/11/10/5304effa407625e8707183d2604614a71.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2020/11/10/fdf4d5e4e51c72f33f9f9ba8bfaca26c1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2020/11/10/796918021c0be056370f68e4c13135bf1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2020/11/10/2e4214efc2aa10275178763330a2b7f21.png']",23782,
10분 완성 꿀레시피] 마늘 불고기 간단하고 맛있게!,['https://recipe1.ezmember.co.kr/cache/recipe/2017/12/08/a5d9a4593c1e7934d07c0d0d61e3f4ad1.jpg'],"['불고기용', '진간장', '설탕', '다진마늘', '후추', '참기름']","['300g', '3T', '3T', '3T', '약간', '약간']","['소고기나 돼지고기를 담백 고소한 등심부위로 골라서, 핏물을 제거하고 먹기좋게 썰어주세요', '이제 양념장을 만들러 고고! 진간장, 다진마늘, 설탕을 1:1:1비율로 넣고 후추도 조금 넣고 섞어줍니다 야채가 들어가지 않기때문에 마늘을 듬뿍 넣어주는게 핵심이자 포인트!', '달군 프라이팬에 불고기를 올려 익혀주세요', ""초간단 마늘 불고기 완성! 갑자기 손님이 찾아온다거나, 후다닥 집밥을 차려야 할때, 너무나 든든하게 우릴 지켜줄 꿀같은 메뉴 'ㅂ' 초간단 마늘 불고기! 우리 이웃님들도 한번 도전해보세요~ :) 저는 다시 돌아올게요 남은하루 즐겁게 보내세요 씨유쑨! ♥""]","['https://recipe1.ezmember.co.kr/cache/recipe/2017/12/08/5c27b3a53cb0e8facdd840d59509ed261.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/12/08/d67e171e6911f90b7ffc5f219e04e7941.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/12/08/9418b9ed3005a0a4877cf6c591f2e0141.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/12/08/01928e1914a51d60cec7a556b2fa40e21.jpg']",220450,
"[간단한 간식만들기]마늘버터떡볶이,길릭떡볶이,간장떡볶이 ",['https://recipe1.ezmember.co.kr/cache/recipe/2016/12/01/6bc4f94befd5bcad219c30336e2f3ac01.jpg'],"['밀떡', '통마늘', '버터', '식용유', '간장', '설탕']","['200g', '10개', '2스푼', '적당량', '2스푼', '1스푼']","['[간단한 간식만들기]마늘버터떡볶이,길릭떡볶이,간장떡볶이\n\n조리시간 : 15시간\n\n조리분량 : 2인분\n\n난이도 : ★☆☆☆☆', '재료: 밀떡 200g ,통마늘10개,버터2스푼,식요유,간장2스푼,설탕1스푼', '냄비에 물을 넣고 떡볶이떡을 1분간 데쳐줍니다.', '데친떡은 찬물에 헹구어 준뒤 체에 걸러 물기를 제거해주세요.', '통마늘을 준비해서 슬라이스채칼로 편을 썰어 준비합니다.', '후라이팬에 기름을 넣고 튀기듯 편마늘을 볶아주세요.', '마늘이 노릇노릇해지면 키친타올에 올려 기름을 빼줍니다.', '후라이팬에 버터 2스푼을 넣고', '물기를 제거한 떡볶이 떡을 넣고 튀겨줍니다.', '어느정도 볶다가 간장2스푼,설탕1스푼을 넣고 볶아주면 끝이예요.\n\n짭쪼름한것이 싫으신 분들은 간장을 1스푼만 넣어주세요.', '간장에 볶은 떡을 그릇에 담고 마늘튀긴것을 올려 파슬리가루를 뿌려주면 마늘버터 떡볶이 완성입니다!']","['https://recipe1.ezmember.co.kr/cache/recipe/2016/12/01/438ab33eb8c21754b4618e7891dc3e3d1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2016/12/01/0ed37e0e8fc733ec539fc0a6a7d25df31.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2016/12/01/cf6df430e11401c09aeb5036f52630471.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2016/12/01/552da4290d44043b1dcd54c6b812afbf1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2016/12/01/34b7cd24d4b0f9b1725ec733f10551e91.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2016/12/01/6081601761ab08c83f4c53d1f52c6a871.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2016/12/01/f49ff3e7c9223b48417b14d58d7217fa1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2016/12/01/bd5aa2397e5df62e65845ca7a2b94f741.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2016/12/01/2313bc448013e3f0f92f144b8f49685a1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2016/12/01/2d77aec3f46f101ab2d80a5d5ad1d50e1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2016/12/01/f10a416d05667cfd93381a99692d33641.jpg']",105392,
"sns 마요네즈 마늘빵, 에어프라이어 마늘빵 만들기, 트위터 마늘빵, 식빵요리",['https://recipe1.ezmember.co.kr/cache/recipe/2019/12/25/744f29dfe9a7bb7fa3449ccb93d9abbc1.jpg'],"['식빵', '마요네즈', '설탕', '다진마늘', '소금']","['2장', '3숟갈', '2숟갈', '1숟갈', '1꼬집']","['그릇에 마요네즈, 설탕, 소금, 다진마늘을 넣고 골고루 섞어주세요.*설탕, 소금, 마늘, 마요네즈 순서로 계량하면 숟갈 한개로 끝나요 :)\n\n*설탕을 다 녹이는게 아니라 재료가 서로 골고루 섞일정도만 섞어요.', '소스를 2등분하여 빵에 골고루 펴발라주세요.*소스가 도톰하게 발려야 겉은 바삭하고 속은 쫀득해요.\n\n*식빵도 좋고 바게트빵도 좋아요.', '에어프라이어에 넣고 180℃에서 8분간 구워주세요.에어프라이어위가 살짝 노릇할정도만 구워야 속이 쫀득합니다.', '막 구워진 상태에서 먹어야 가장 맛이 좋습니다.']","['https://recipe1.ezmember.co.kr/cache/recipe/2019/12/25/a3c3003d1e1b8b9c5ba1047146de1d8f1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2019/12/25/392b401c9c13aac2ae3609b67ba72ed31.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2019/12/25/f527619b4905735ab8215944771c0e081.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2019/12/25/584b1fb73b02df4471f5a2f10e388b251.jpg']",122691,
맛있는 마늘쫑조림 ,['https://recipe1.ezmember.co.kr/cache/recipe/2020/07/27/7b83477e3e0f6649e5c9435946d45c971.jpg'],"['마늘쫑', '간장', '국간장', '요리당', '맛술', '올리브유', '물', '참기름', '통깨']","['400g', '2숟가락', '4숟가락', '4숟가락', '2숟가락', '3숟가락', '300ml', '2숟가락', '2숟가락']","['마늘쫑을 씻고 물기를 제거한 다음 약5cm길이로 잘라주세요.', '마늘쫑을 냄비에 담고 간장, 국간장, 요리당, 맛술, 올리브유, 물을 분량대로 넣어주세요.', '끓어오르면 강불에 10분정도 끓여주세요.', '2~3숟락정도의 양념장이 남도록 졸여주면돼요.', '마지막에 참기름과 통깨를 넣어주고 불을꺼주세요.']","['https://recipe1.ezmember.co.kr/cache/recipe/2020/07/27/253e3543b61f3decfe0dbe85cd1ca5d81.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2020/07/27/90bd1e8694bb928af3315ae485e1dcfc1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2020/07/27/515d8f24d6e922312fd0deb491547b961.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2020/07/27/ea558770ffd397738e1c103c5608a6b91.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2020/07/27/5c491873238beb13886f3c7736ef8af81.jpg']",11682,
오동통 닭가슴살과 알싸한 마늘의 꿀 만남! 어딘가 이국적이야~닭마볶음밥★,['https://recipe1.ezmember.co.kr/cache/recipe/2018/01/15/7a6154b9cef5b0033c8f1eb2db330c671.png'],"['닭가슴살', '통마늘', '대파', '양파', '달걀', '밥', '굴소스', '간장', '후추', '참깨', '참기름']","['1쪽', '5개', '20cm', '1/2개', '1개', '1공기', '1숟가락', '1숟가락', '약간', '1/2숟가락', '1/2숟가락']","['닭가슴살, 양파는 큼직하게 다지고 대파, 마늘은 송송 썰어 준비한다.닭가슴살 1쪽, 통마늘 5개, 대파 20cm , 양파 1/2개', '예열된 팬에 기름을 넉넉히 두르고 대파, 마늘을 볶는다.팬', '마늘이 노릇해 지면 양파, 닭가슴살을넣고 후추를 넣어 볶는다.', '굴소스와 간장을 넣어 섞는다.굴소스 1숟가락, 간장 1숟가락', '재료가 고루 섞인 후 밥을 넣어 볶는다.밥 1공기', '볶음밥을 한쪽으로 밀고 달걀로 스크램블을 해서 섞는다.달걀 1개', '불을 끄고 참기름과 참깨를 넣어 완성한다.후추 약간, 참깨 1/2숟가락, 참기름 1/2숟가락Tip – 기호에 따라 소금으로 간을 해 주세요.']","['https://recipe1.ezmember.co.kr/cache/recipe/2018/01/15/d2bb187ec1d9c37f05bd3be65a7a13411.png', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/01/15/88cd8a35c0080d4394de514574836c181.png', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/01/15/26a9d6d3aff5376702c4f71452483b911.png', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/01/15/c0e3a39043584f0e4d6df241ae01716e1.png', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/01/15/337d16989cedfdce81dab5847562c6ce1.png', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/01/15/07ca3779c5381cd51502fce15d558bb81.png', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/01/15/3bdeaa079c9bb7378d2f884f0d8118461.png']",27867,
대용량 반찬 초간단 간장마늘닭가슴살볶음 만드는법,['https://recipe1.ezmember.co.kr/cache/recipe/2020/03/23/5479e614a7e5799623df0b76385ef7af1.jpg'],"['닭가슴살', '당면', '간장', '물엿', '다진마늘', '양파', '물']","['3팩', '1줌', '9T', '4T', '2T', '1/2개', '500ml']","['요리시작전 당면은 충분히 불려둡니다\n\n(30분 이상 불려두지 않으면 한번 삶아서 넣어야 하기 때문에 \n\n꼭 충분히 불려주세요)', '간장7T에 물엿을 넣고 섞어주세요', '다진마늘도 넣어줍니다', '양파는 잘게 다져주세요크기는 상관없지만 너무 잘게는 말구요', '다진양파도 간장소스에 넣어줍니다', '닭가슴살은 한입크기로 썰어주세요', '한입크기로 썬 닭가슴살을 양념장에 넣고 잠시(10~20분) 재워둡니다', '기름을 두르지 않은 오목한 팬(웍)에 재운 닭가슴살을 넣고 볶아주세요강불에서 끓어오르면 중불 졸아들땐 약불닭가슴살이 생거라면 여기서 90%는 익혀주셔야합니다', '양념색이 진해지면 물 250ml을 넣어주세요약불에서 물넣고 강불', '강불에 끓이면서 볶아줍니다강불팔팔 끓여주세요', '물이 2/3정도 남았을때 당면을 넣어주세요중불', '남은 물250을 넣고 당면이 익을때까지 끓여주다가\n\n남은 간장 2T를 넣어주세요중불', '간장이 골고루 퍼질 수 있도록 재빨리 볶아줍니다중불재빨리 볶아주지 않으면 당면에만 간장 간이 배이기 때문에 당면만 짜져요 그러니 골고루 섞어주세요!\n\n만약에 너무 짜졌다~그러면 물약간과 물엿이나 설탕 꿀 등 단맛을 내는 재료를 넣어주세요', '접시에 담아서 완성~!']","['https://recipe1.ezmember.co.kr/cache/recipe/2020/03/23/30dfb8a229d741e87011707f86fe262a1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2020/03/23/69b21ade406f739a5da46088eb5ddf051.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2020/03/23/21b1f95be82efa05125e26050931d95d1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2020/03/23/699c515b84bd826bb935aff992d529bf1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2020/03/23/4cd77be37103aa05c168faa38c5fd8451.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2020/03/23/f4bf7b9e22fe67194271eec3ab428a711.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2020/03/23/100f240f82d43d91e7355050da4e294f1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2020/03/23/cc73b7a8e33691805ede2b5f386a9d801.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2020/03/23/6f3e3826b060e52d646b0cb4be7d84c81.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2020/03/23/c878656482f40c37f01f0b418e5786d81.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2020/03/23/b25ab486a8e5f87662498c3251a0d1b71.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2020/03/23/d00f97fa4e0e99e271447938940c142f1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2020/03/23/f97d166c5ff3faae94ae1483f7414d9a1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2020/03/23/920e302d5ad4a0154a4359bce07c9c4f1.jpg']",21283,
마늘버터 새송이 / 오늘도 고생한 나에게#20 [ 심야레시피 ],['https://recipe1.ezmember.co.kr/cache/recipe/2018/04/12/3cf049e1aa647c97fc139a16e2134f791.jpg'],"['새송이버섯', '소금', '버터', '간마늘', '진간장']","['1개', '1/2스푼', '1스푼(전자레인지에 녹여)', '1스푼', '1.5스푼']","['새송이버섯을 적당한 크기로 잘라준다.', '잘라준 버섯에 소금을 살짝 뿌린다', '소스를 앞뒤로 발라준다', '중약불에서 구워준다']","['https://recipe1.ezmember.co.kr/cache/recipe/2018/04/12/634ea4b26bfc7a17387d68f91ce4483e1.png', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/04/12/07df4273ac1e48e88f0fc01adab0cf491.png', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/04/12/48a2cb39f0beaff26ac952219a722c0b1.png', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/04/12/615a9db6655d43de6b77520cf922c6411.png']",22049,
골뱅이마늘볶음,['https://recipe1.ezmember.co.kr/cache/recipe/2016/09/23/9d1e724103e41d0ba8a11f2fd65f18621.jpg'],"['골뱅이캔', '통마늘', '새송이버섯', '양파', '청양고추', '후추', '간장', '맛술', '매실', '설탕', '후추']","['1캔', '1~2통', '1개', '1/2개', '2개', '약간', '1.5', '1', '1', '1', '약간']","['냉장고에 버섯이 있길래 준비했지만 없으시면 안넣으셔도 상관없어요~\n\n대신 마늘,양파,청양고추는 꼭 준비해주세요', '골뱅이는 적당한크기로 썰고, 마늘은 편으로 썰어주세요\n\n다른 야채들은 골뱅이크기로 잘라주세요', '기름두른팬에 마늘,양파를 볶아주세요\n\n마늘이 투명하게 익으면~', '버섯을 넣고 볶아주세요\n\n어느정도 버섯이 익도록 볶다가~', '골뱅이,청양고추,양념을 넣고 졸이듯볶아주세요^^']","['https://recipe1.ezmember.co.kr/cache/recipe/2016/09/23/4d307be0c22a30fa173dc1e1ee611e681.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2016/09/23/68c00cc6bed87afac833a43aef2887591.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2016/09/23/07902c557ef6e01309bddcbf8ead9a981.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2016/09/23/57b4a8c4c1c200edf08a085ce4142d161.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2016/09/23/0d2385d42a1635ce5d630bcd0dcf1cd11.jpg']",37745,
백종원 마늘볶음밥 만드는 법 간단 한 그릇 음식,['https://recipe1.ezmember.co.kr/cache/recipe/2019/03/26/cc320ce3bf4477b514b8b4edb7dca9521.jpg'],"['통마늘', '다진', '식용유', '버터', '진간장', '소금']","['4개', '1/2큰술', '3큰술', '1큰술', '1큰술', '약간']","['먼저 마늘을 얇게 썰어주세요.', '중약 불로 예열한 팬에 식용유를 두르고, 얇게 썬 마늘과 다진 마늘을 넣고 달달 볶아 마늘 기름을 만들어요.', '마늘이 노릇노릇해지면 소금과 간장을 넣고 가볍게 섞은 뒤 가스불을 꺼요.', '밥 한 공기를 넣고 양념과 잘 섞어줍니다.\n\n', '다시 가스불을 켜고, 버터를 넣어 잘 섞어주세요.', '마늘 볶음밥 완성 :)']","['https://recipe1.ezmember.co.kr/cache/recipe/2019/03/26/83fb0e79d3dd9906ebffa1634684b0a71.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2019/03/26/4078679e34ce71b5394f211c251277aa1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2019/03/26/f1d12ccfbbdaa5efecd3b1c0024f92371.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2019/03/26/140b0be010d5732f31688606d57c0b381.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2019/03/26/2c3cd6597d56ab170467c272d8a490e91.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2019/03/26/488b10d491f2f033b618553c96f805551.jpg']",123126,
닭다리살 마늘구이! 입에 달달~살살 녹아요~,['https://recipe1.ezmember.co.kr/cache/recipe/2021/05/18/8588bea3265761d93aaf1ba92204df191.jpg'],"['닭다리살', '다진마늘', '밀가루', '식용유', '미림', '설탕', '진간장']","['2개', '1/2컵', '', '', '1컵', '2T', '4T']","['닭다리살은 깨끗이 씻어 넓게 저민후 다진마늘에 앞뒤로 재워 주세요.', '조림양념은 냄비에 넣어 한번 끓어오르면 끕니다~', '재워둔 닭에 밀가루를 묻혀 잘 달궈진 팬에 식용유를 넣고 노릇노릇 지집니다~', '조림양념을 부어\n\n조리면 윤기가 살살~', '맛난 닭구이가 된 답니다.\n\n어찌나 아이가 좋아하던지요~^^', '접시가운데 닭을담고 양상치 깻잎등 채소를 접시 가장자리에 돌려 담아 보세요~^^']","['https://recipe1.ezmember.co.kr/cache/recipe/2021/05/18/5a12c37893fee1926cf51e5b80cade5b1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/05/18/abe05ca2d27480b50c9a0f3ee2ac074a1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/05/18/15b43e6a72e62c03069e110f772e53c91.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/05/18/024d89ff7256030e38583f05d074d3a71.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/05/18/735b11f609c64dd5db27b26040ac33a01.jpg', '']",9558,
【초간단】햇마늘쫑 어묵 조림~♥,['https://recipe1.ezmember.co.kr/cache/recipe/2017/05/03/5a4e946f7a66fa67b06a1993734b1deb1.jpg'],"['죽봉어묵', '마늘쫑', '물', '양조간장', '다진마늘', '설탕', '올리고당', '참기름']","['1개', '5줄기', '5T', '2T', '1/2T', '1T', '2T', '1/2T']","['구멍오뎅으로 이뿌게 반찬좀 해볼랬더니 구멍오뎅이 하나 뿐이네요-0-;;;그래서 1인분 기준입니다^^\n\n구멍오뎅 1개,마늘쫑 5~6개 준비해주세요^~^', '마늘쫑을 한꺼번에 잡고 구멍 안에 넣어주세요^^\n\n(하나하나 넣으시면 잘들어 가지않아요;)', '구멍에 꽉차게 요렇게 넣어 주시면 됩니다^~^\n\n(저는 마늘쫑이 굵은편이라 5개인데요~마늘쫑이 얇으신거면 6개정도 넣어 꽉꽉차게 넣어주세요~힘주시면 다들어가구요~헐겁게 넣으시면 마늘쫑이 익으면서 줄어들기 때문에 빠질수 있어요^^)', '요렇게 먹기 좋게 썰면 완전 이뿌죠^~^', '양념장은 팬에 물 5스푼,간장2스푼,다진마늘반스푼,설탕한스푼 넣고 끓여 주세요^~^', '끓어 오르면 어묵을 넣고 조려 주시다가', '양이 저처럼 작을땐 팬을 기우려 국물을 끼얹어 주세요^~^\n\n다조려 갈때쯤 올리고당 2스푼,참기름반스푼 넣으시면 끝이에요^~^', '두배로 만드실려면 물10:간장4:마늘1:설탕2:올리고당4:참기름1 요렇게 넣으시면 되구요^~^ 너무 단게 싫다고 하시면 올리고당 양을 줄여 주세요~ \n\n저는 나머지 어묵은 그냥 썰어 같은 방법으로 졸였어요^~^', '달콤함에 아삭함 까지 굿이에용^~^~♥\n\n*마늘쫑이 없으시면 땡초를 넣고 같은 방법으로 졸이 셔두 맛있어요^~^']","['https://recipe1.ezmember.co.kr/cache/recipe/2017/05/03/8dcc39b45cefab613454f128b62a609b1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/05/03/4e428f004cd60dbb3ed46a29937b118a1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/05/03/1d366fd9eb8a801a71f419d5477891731.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/05/03/2b2eac47a9d909626e6cbf08fda314cc1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/05/03/2c8ea859784ded53d97609cb92008bac1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/05/03/70bd9d0bdd9692e0da0685a3b2ad50521.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/05/03/465e8815d1f652bdbf42d2d7ce1317f61.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/05/03/7dbdbe4abc247d54b46525e5b5a110f11.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/05/03/ead44523389fb7e661cb8bfe74fa74321.jpg']",41573,
